variableSide,hypotenuse,Start Value:1.0
188201,188201,
188251,188251,
188301,188301,
188351,188351,
188401,188401,
188451,188451,
188501,188501,
188551,188551,
188601,188601,
188651,188651,
188701,188701,
188751,188751,
188801,188801,
188851,188851,
188901,188901,
188951,188951,
189001,189001,
189051,189051,
189101,189101,
189151,189151,
189201,189201,
189251,189251,
189301,189301,
189351,189351,
189401,189401,
189451,189451,
189501,189501,
189551,189551,
189601,189601,
189651,189651,
189701,189701,
189751,189751,
189801,189801,
189851,189851,
189901,189901,
189951,189951,
190001,190001,
190051,190051,
190101,190101,
190151,190151,
190201,190201,
190251,190251,
190301,190301,
190351,190351,
190401,190401,
190451,190451,
190501,190501,
190551,190551,
190601,190601,
190651,190651,
190701,190701,
190751,190751,
190801,190801,
190851,190851,
190901,190901,
190951,190951,
191001,191001,
191051,191051,
191101,191101,
191151,191151,
191201,191201,
191251,191251,
191301,191301,
191351,191351,
191401,191401,
191451,191451,
191501,191501,
191551,191551,
191601,191601,
191651,191651,
191701,191701,
191751,191751,
191801,191801,
191851,191851,
191901,191901,
191951,191951,
192001,192001,
192051,192051,
192101,192101,
192151,192151,
192201,192201,
192251,192251,
192301,192301,
192351,192351,
192401,192401,
192451,192451,
192501,192501,
192551,192551,
192601,192601,
192651,192651,
192701,192701,
192751,192751,
192801,192801,
192851,192851,
192901,192901,
192951,192951,
193001,193001,
193051,193051,
193101,193101,
193151,193151,
193201,193201,
193251,193251,
193301,193301,
193351,193351,
193401,193401,
193451,193451,
193501,193501,
193551,193551,
193601,193601,
193651,193651,
193701,193701,
193751,193751,
193801,193801,
193851,193851,
193901,193901,
193951,193951,
194001,194001,
194051,194051,
194101,194101,
194151,194151,
194201,194201,
194251,194251,
194301,194301,
194351,194351,
194401,194401,
194451,194451,
194501,194501,
194551,194551,
194601,194601,
194651,194651,
194701,194701,
194751,194751,
194801,194801,
194851,194851,
194901,194901,
194951,194951,
195001,195001,
195051,195051,
195101,195101,
195151,195151,
195201,195201,
195251,195251,
195301,195301,
195351,195351,
195401,195401,
195451,195451,
195501,195501,
195551,195551,
195601,195601,
195651,195651,
195701,195701,
195751,195751,
195801,195801,
195851,195851,
195901,195901,
195951,195951,
196001,196001,
196051,196051,
196101,196101,
196151,196151,
196201,196201,
196251,196251,
196301,196301,
196351,196351,
196401,196401,
196451,196451,
196501,196501,
196551,196551,
196601,196601,
196651,196651,
196701,196701,
196751,196751,
196801,196801,
196851,196851,
196901,196901,
196951,196951,
197001,197001,
197051,197051,
197101,197101,
197151,197151,
197201,197201,
197251,197251,
197301,197301,
197351,197351,
197401,197401,
197451,197451,
197501,197501,
197551,197551,
197601,197601,
197651,197651,
197701,197701,
197751,197751,
197801,197801,
197851,197851,
197901,197901,
197951,197951,
198001,198001,
198051,198051,
198101,198101,
198151,198151,
198201,198201,
198251,198251,
198301,198301,
198351,198351,
198401,198401,
198451,198451,
198501,198501,
198551,198551,
198601,198601,
198651,198651,
198701,198701,
198751,198751,
198801,198801,
198851,198851,
198901,198901,
198951,198951,
199001,199001,
199051,199051,
199101,199101,
199151,199151,
199201,199201,
199251,199251,
199301,199301,
199351,199351,
199401,199401,
199451,199451,
199501,199501,
199551,199551,
199601,199601,
199651,199651,
199701,199701,
199751,199751,
199801,199801,
199851,199851,
199901,199901,
199951,199951,
200001,200001,
