variableSide,hypotenuse,hypotenuse_salted_small,hypotenuse_salted_medium,hypotenuse_salted_large
3941.0,4419.44,4420.3572863537765,4436.305494039265,4452.998444879385
3946.0,4423.9,4425.493270531536,4439.153969217096,4469.2743871643925
3951.0,4428.36,4428.002004645032,4434.722947123672,4419.754918632517
3956.0,4432.82,4431.933391771301,4446.713251167401,4390.290502865548
3961.0,4437.29,4437.748195742491,4455.092212471119,4443.06547849345
3966.0,4441.75,4442.8149227390195,4438.945959480157,4446.020857090039
3971.0,4446.22,4443.920585109517,4441.924113599784,4427.456774719619
3976.0,4450.68,4447.082697155366,4458.038337443077,4484.824953682519
3981.0,4455.15,4454.4547746077815,4456.155917095595,4451.47973494079
3986.0,4459.62,4457.115325845085,4449.578046430925,4462.630967936262
3991.0,4464.09,4466.266084395147,4458.327119636727,4500.010331829584
3996.0,4468.56,4464.981310304563,4479.786769291924,4456.177766921171
4001.0,4473.03,4477.867930884975,4475.338300822529,4452.956011528874
4006.0,4477.5,4479.811876930779,4464.617523966643,4467.962349161515
4011.0,4481.98,4486.333805268682,4487.6137271555,4482.03802519384
4016.0,4486.45,4484.649078859315,4478.708600750306,4535.18994463806
4021.0,4490.93,4487.324091818092,4503.9172616453225,4454.998064033715
4026.0,4495.41,4494.1131095231,4484.106508128535,4542.292652804369
4031.0,4499.88,4494.961757137927,4482.760435879491,4478.173820583128
4036.0,4504.36,4504.678850379006,4500.527590737799,4527.685584878696
4041.0,4508.84,4511.749124046445,4515.292876595722,4499.462300535329
4046.0,4513.33,4517.30001857109,4502.121255657654,4533.856141776466
4051.0,4517.81,4518.860025253877,4506.665165583806,4501.4996835492375
4056.0,4522.29,4523.830354183737,4523.000902184576,4480.808499163186
4061.0,4526.78,4527.024879610337,4508.514260558387,4500.027365746285
4066.0,4531.26,4531.394154990499,4511.620950627884,4520.425678452919
4071.0,4535.75,4536.77666343228,4549.1783269456655,4515.618279727624
4076.0,4540.24,4537.691085744363,4556.863686627663,4515.956985015442
4081.0,4544.73,4540.998133849848,4552.1728380581835,4553.685591734177
4086.0,4549.22,4549.909147433056,4558.167187375529,4571.638186421299
4091.0,4553.71,4549.928500769954,4555.899605787577,4533.155427744638
4096.0,4558.2,4556.540423142687,4546.389331509595,4534.271793809897
4101.0,4562.7,4559.383314234104,4543.87663547901,4578.151209233439
4106.0,4567.19,4564.050824295471,4555.261966170944,4594.299303203735
4111.0,4571.69,4572.265658281317,4576.755830047396,4588.54229222819
4116.0,4576.18,4578.120466065989,4589.26769077724,4611.787453994027
4121.0,4580.68,4576.169568869162,4585.049250399853,4549.324147263714
4126.0,4585.18,4585.83712389078,4598.968548319582,4583.8155933789
4131.0,4589.68,4589.126442441548,4569.689380420764,4618.268705881665
4136.0,4594.18,4590.741858349016,4606.9452135371,4596.6072712060395
4141.0,4598.68,4599.419359392507,4590.056224505701,4645.547097683034
4146.0,4603.19,4607.532500077751,4607.526120171695,4579.570357252561
4151.0,4607.69,4606.204691863293,4615.290634033256,4655.955419563381
4156.0,4612.19,4607.665118989851,4612.11241424726,4600.43750610294
4161.0,4616.7,4615.719899625043,4600.83061360192,4646.527483789975
4166.0,4621.21,4617.972540326834,4624.285738870161,4631.921712803799
4171.0,4625.72,4625.134530271514,4632.542016709321,4583.204433743172
4176.0,4630.22,4632.367771741203,4619.0357151929375,4640.886338437916
4181.0,4634.73,4635.490413022706,4624.718584616791,4585.934851454266
4186.0,4639.25,4635.423034949078,4658.111617837047,4632.189300223197
4191.0,4643.76,4647.57787826295,4654.185295793827,4670.43306325891
4196.0,4648.27,4646.414830113899,4665.192240646692,4639.378458772897
4201.0,4652.78,4655.867309012234,4653.20498419438,4616.838106278615
4206.0,4657.3,4654.193746483986,4655.028375333788,4635.128618726038
4211.0,4661.82,4665.94796079012,4642.047806024578,4694.248699163606
4216.0,4666.33,4667.464957560041,4679.447711760567,4712.62619213928
4221.0,4670.85,4668.356031522092,4652.877814499169,4718.685930114101
4226.0,4675.37,4678.580648043743,4658.621409562345,4716.239624665513
4231.0,4679.89,4676.077442524576,4698.2273596897785,4729.63771426566
4236.0,4684.41,4683.926893799479,4682.279147900895,4712.7932996542495
4241.0,4688.93,4685.112463703476,4707.709690972055,4653.717636788309
4246.0,4693.45,4691.941413396751,4703.614150827256,4652.918927928282
4251.0,4697.98,4695.602712690069,4717.699667114859,4686.683301286823
4256.0,4702.5,4705.190496108293,4717.545652427647,4673.047692266117
4261.0,4707.03,4710.058420614565,4692.933351335549,4668.980582242575
4266.0,4711.56,4712.017454660053,4698.352491208602,4700.142533902858
4271.0,4716.08,4720.6762283387425,4710.766140896592,4691.78350261535
4276.0,4720.61,4722.554017809986,4713.412108903789,4701.484513031918
4281.0,4725.14,4729.304896860584,4715.727398596987,4737.784207226292
4286.0,4729.67,4734.641825940078,4726.263256859461,4746.698781705141
4291.0,4734.2,4734.0267213990755,4720.994033863644,4703.60202764519
4296.0,4738.74,4735.054006440034,4751.332187464073,4736.511118992293
4301.0,4743.27,4739.913381343549,4746.967490486253,4741.799676487628
4306.0,4747.8,4748.35581763297,4755.360145384799,4788.618715718574
4311.0,4752.34,4748.102459440752,4754.654913443521,4702.990924396929
4316.0,4756.87,4757.466471357643,4747.588623622171,4731.810748627931
4321.0,4761.41,4765.959688199242,4750.5272683956755,4811.207960047153
4326.0,4765.95,4770.08809004634,4766.437130584275,4740.263888921639
4331.0,4770.49,4769.245646671455,4782.331537930663,4805.065536603606
4336.0,4775.03,4773.977737504703,4760.960287322378,4778.131717569128
4341.0,4779.57,4777.36639658633,4793.222375362324,4766.498137758043
4346.0,4784.11,4779.378706880333,4797.165871795819,4822.979118680443
4351.0,4788.65,4791.636436809233,4791.417270099392,4809.568592176884
4356.0,4793.2,4790.4106646864975,4792.627127024654,4792.374208763659
4361.0,4797.74,4798.769129726487,4808.209970577026,4840.451607046807
4366.0,4802.29,4803.486442318256,4788.730260064276,4824.130505318442
4371.0,4806.83,4803.552923575934,4820.116220422489,4833.071705633956
4376.0,4811.38,4811.616681943763,4801.615631188031,4812.9468782499935
4381.0,4815.93,4814.058547097918,4808.765217452799,4803.796792116284
4386.0,4820.48,4819.291257029517,4815.077760825978,4806.9165920808655
4391.0,4825.03,4823.308864370394,4809.2563755113515,4853.418911983594
4396.0,4829.58,4826.62634597274,4838.849028085571,4832.060595953665
4401.0,4834.13,4835.91406356998,4846.575288536851,4871.702817962138
4406.0,4838.68,4840.174849504545,4832.323811028545,4873.543215443295
4411.0,4843.23,4847.9737826747705,4847.672029537956,4843.038352451697
4416.0,4847.79,4844.470903927637,4867.277981859507,4872.596861338359
4421.0,4852.34,4849.886944788715,4840.290475623561,4831.969564376346
4426.0,4856.9,4856.3007057671075,4866.582058716706,4840.460288095945
4431.0,4861.46,4864.670486115932,4880.115897332527,4873.354547134989
4436.0,4866.01,4867.054604191964,4863.439126918523,4878.2435632134075
4441.0,4870.57,4868.209581633638,4884.8610757332635,4908.275410634928
4446.0,4875.13,4875.7310863854755,4883.319819683283,4875.181389921097
4451.0,4879.69,4881.502927163696,4873.245357706488,4837.145164893197
4456.0,4884.25,4882.172263517194,4867.220332532295,4930.83090328454
4461.0,4888.82,4890.424368593382,4871.087772830018,4854.0828550652195
4466.0,4893.38,4891.2719066182935,4889.914674038035,4869.404658084024
4471.0,4897.94,4894.352725179441,4916.551331678306,4860.662551913085
4476.0,4902.51,4900.188865448117,4922.06316141561,4938.685474134985
4481.0,4907.07,4905.689771636092,4917.372306692879,4864.326153938628
4486.0,4911.64,4913.477477970515,4915.064696879065,4882.376217969699
4491.0,4916.21,4914.445556120529,4928.712357581288,4960.231747310558
4496.0,4920.77,4921.677730949103,4926.954541472633,4954.000616124746
4501.0,4925.34,4925.332793540929,4921.974274890667,4892.913992324335
4506.0,4929.91,4934.775598724008,4944.981372322304,4882.584955782953
4511.0,4934.48,4932.6390121751565,4948.670502580821,4941.753042070204
4516.0,4939.05,4940.541068806041,4944.441230745061,4975.786378505329
4521.0,4943.63,4943.586199490051,4923.868979353905,4974.084093386772
4526.0,4948.2,4952.089494033677,4955.770805776826,4943.850151365968
4531.0,4952.77,4957.461417981188,4972.379797856056,4943.718639479127
4536.0,4957.35,4957.521473403824,4955.252230916432,4977.622513952487
4541.0,4961.92,4960.3754977128565,4954.46029664879,4965.645647249359
4546.0,4966.5,4966.536622777681,4984.985418394523,5014.561115834464
4551.0,4971.08,4976.03648701089,4951.671959827951,4985.999281445121
4556.0,4975.65,4973.455212326122,4980.835849765492,4967.093097692813
4561.0,4980.23,4981.33481339859,4989.761607623824,4960.969248619562
4566.0,4984.81,4988.415384496495,4972.644852653957,4975.89066200441
4571.0,4989.39,4990.601585253597,4981.458202141498,5008.208197167989
4576.0,4993.97,4998.94790385578,4989.039687934873,5035.261597342422
4581.0,4998.56,4997.482436581798,4993.766879540871,4954.78304193459
4586.0,5003.14,5003.489272469673,4992.821405817212,5035.971858555127
4591.0,5007.72,5007.297767662974,5024.4700432335385,4961.836068810293
4596.0,5012.31,5007.92045288425,5015.833383199629,4990.400238404909
4601.0,5016.89,5020.715960148026,4999.1330741727625,4995.947578531303
4606.0,5021.48,5023.08404152354,5011.7018425618235,4972.840193211326
4611.0,5026.06,5028.807636152828,5039.46602263156,5060.1021851532005
4616.0,5030.65,5027.2178807484515,5037.935514097825,4990.957804829757
4621.0,5035.24,5030.413571429136,5019.904093680005,5017.33088416883
4626.0,5039.83,5035.456964566254,5046.604027321708,5039.130937811034
4631.0,5044.42,5048.882466176256,5049.935358884783,5089.223272190946
4636.0,5049.01,5052.115949358004,5036.377606175154,5097.3550700210235
4641.0,5053.6,5051.4821968126735,5053.355566544994,5099.219081861682
4646.0,5058.19,5058.998277361959,5042.463353483151,5075.804145116938
4651.0,5062.79,5063.302930070167,5074.283601034369,5043.032991940651
4656.0,5067.38,5068.63024250599,5079.949787008558,5051.167263110363
4661.0,5071.97,5075.804838726358,5064.758806982787,5099.006854323717
4666.0,5076.57,5079.713420473008,5088.440537862742,5051.177358328769
4671.0,5081.17,5080.088146345544,5097.019409485474,5061.321425324516
4676.0,5085.76,5088.6596382012185,5090.75414504191,5064.218113160438
4681.0,5090.36,5085.768590660862,5098.511372272137,5064.775905916761
4686.0,5094.96,5095.480704460497,5086.908876826277,5144.648807776103
4691.0,5099.56,5100.3356666572545,5112.105662835389,5129.435313253036
4696.0,5104.16,5101.740868082798,5110.303467725887,5057.630177102185
4701.0,5108.76,5111.771449041243,5123.030686070846,5145.158549324105
4706.0,5113.36,5118.342542334988,5100.71566029394,5132.251477064631
4711.0,5117.96,5121.010405949246,5115.462139540211,5133.656223815476
4716.0,5122.56,5118.913125101859,5125.1045453711195,5133.311302418851
4721.0,5127.17,5124.680188912893,5134.426267097345,5111.967339438331
4726.0,5131.77,5132.929404738807,5141.638972838349,5102.951100966491
4731.0,5136.38,5131.663413575342,5122.971098261825,5163.015187470748
4736.0,5140.98,5139.351448829274,5154.916820425489,5187.167246084616
4741.0,5145.59,5148.953202726187,5135.065162236806,5125.260744259221
4746.0,5150.2,5154.754173319766,5164.097682022812,5141.108845512055
4751.0,5154.8,5158.651771211567,5163.441137200274,5203.708820007842
4756.0,5159.41,5158.474882862958,5154.3287225359845,5183.965619362181
4761.0,5164.02,5163.161351363786,5148.334247854156,5193.418561542415
4766.0,5168.63,5165.90057849134,5172.768994436893,5151.121985926081
4771.0,5173.24,5173.238792169298,5183.118773929633,5187.443265098954
4776.0,5177.85,5178.620159820419,5170.395576230373,5209.686483564215
4781.0,5182.47,5181.396509087126,5189.6421203512955,5212.879860877981
4786.0,5187.08,5188.212929978591,5201.474488768578,5175.583674041584
4791.0,5191.69,5193.069095379225,5178.5912514301,5228.938783187638
4796.0,5196.31,5198.293943895432,5214.03454028923,5196.580074357421
4801.0,5200.92,5201.741629384191,5206.1823682491995,5213.64003541157
4806.0,5205.54,5204.475355996803,5192.512127147762,5167.3654399963325
4811.0,5210.16,5211.486007233964,5209.848138376938,5222.029175334064
4816.0,5214.77,5214.92641778815,5202.123611436501,5180.462311437223
4821.0,5219.39,5216.87779815299,5224.4890669485685,5187.702489371045
4826.0,5224.01,5227.7972919359345,5222.088296596405,5220.373783348976
4831.0,5228.63,5224.079142905057,5232.953363036787,5256.376604021051
4836.0,5233.25,5228.396271278496,5230.253262306097,5198.46387297942
4841.0,5237.87,5236.11288081052,5224.44442044975,5237.524400035344
4846.0,5242.49,5246.677963435066,5236.82049179436,5241.544864648311
4851.0,5247.11,5248.617908865894,5254.12335443834,5269.693884467842
4856.0,5251.74,5247.831914027542,5262.2808699774405,5267.958796411541
4861.0,5256.36,5259.173010626568,5272.687513611687,5251.62487577984
4866.0,5260.98,5259.546138963318,5249.977820900797,5259.458929321197
4871.0,5265.61,5261.392051049968,5262.261071499838,5261.772600154791
4876.0,5270.23,5273.755998788196,5273.679640883852,5305.173705923136
4881.0,5274.86,5278.182307441423,5275.502214466825,5293.117758369241
4886.0,5279.49,5277.0524273000965,5273.293070441139,5311.868796251418
4891.0,5284.12,5281.493275920866,5266.7097183856795,5268.1068905759375
4896.0,5288.74,5289.810108747295,5279.43529945995,5243.298937256536
4901.0,5293.37,5296.907854466159,5312.771336365157,5275.530223670289
4906.0,5298.0,5293.309922103319,5291.0966372532475,5335.7243701211955
4911.0,5302.63,5303.652353897379,5310.084037633681,5321.39913392191
4916.0,5307.26,5304.253727500555,5315.105381507814,5295.967978043675
4921.0,5311.9,5314.656103385063,5329.563203301219,5297.962212971412
4926.0,5316.53,5318.915007942232,5318.469191209423,5299.217799747778
4931.0,5321.16,5320.274003929286,5302.891118757271,5319.115154444485
4936.0,5325.8,5321.106375607158,5321.547529124234,5282.671813473898
4941.0,5330.43,5326.453516733641,5310.645860010963,5318.7106918640775
4946.0,5335.06,5338.013654801812,5343.166487390034,5365.051561056127
4951.0,5339.7,5344.267259176001,5337.246737761684,5364.502983433352
4956.0,5344.34,5343.214064228926,5328.764732871816,5387.049875965524
4961.0,5348.97,5351.598400452782,5345.973206737253,5363.196551212732
4966.0,5353.61,5350.539547694965,5333.86633634284,5359.17441831723
4971.0,5358.25,5356.521889597559,5341.697276025741,5357.470638748685
4976.0,5362.89,5366.200981347999,5343.837064127203,5358.579538975632
4981.0,5367.53,5368.512515209514,5371.136408744392,5387.570971882951
4986.0,5372.17,5376.858913620078,5382.644267671866,5337.457825913363
4991.0,5376.81,5374.441861767521,5376.981379865018,5379.444753411565
4996.0,5381.45,5381.544591115709,5400.340960434649,5391.301156193526
5001.0,5386.09,5386.220199663171,5397.092987414054,5354.911916963334
